-0.0500000607,-5.829145,-3.69849246
-0.0499900607,-5.829145,-3.61809045
-0.0499800607,-5.829145,-3.77889447
-0.0499700607,-5.829145,-3.61809045
-0.0499600607,-5.62814,-3.77889447
-0.0499500607,-5.829145,-3.77889447
-0.0499400607,-5.829145,-3.61809045
-0.0499300607,-5.829145,-3.69849246
-0.0499200607,-5.829145,-3.69849246
-0.0499100607,-5.829145,-3.77889447
-0.0499000607,-5.829145,-3.61809045
-0.0498900607,-5.829145,-3.69849246
-0.0498800607,-5.829145,-3.69849246
-0.0498700607,-5.829145,-3.69849246
-0.0498600607,-5.829145,-3.69849246
-0.0498500607,-5.829145,-3.69849246
-0.0498400607,-5.62814,-3.61809045
-0.0498300607,-5.829145,-3.45728643
-0.0498200607,-5.829145,-3.77889447
-0.0498100607,-5.829145,-3.53768844
-0.0498000607,-5.829145,-3.77889447
-0.0497900607,-5.829145,-3.61809045
-0.0497800607,-5.829145,-3.69849246
-0.0497700607,-5.829145,-3.69849246
-0.0497600607,-5.829145,-3.69849246
-0.0497500607,-5.829145,-3.53768844
-0.0497400607,-5.829145,-3.53768844
-0.0497300607,-5.829145,-3.77889447
-0.0497200607,-5.829145,-3.61809045
-0.0497100607,-5.829145,-3.61809045
-0.0497000607,-5.829145,-3.69849246
-0.0496900607,-5.62814,-3.61809045
-0.0496800607,-5.829145,-3.53768844
-0.0496700607,-5.829145,-3.53768844
-0.0496600607,-5.829145,-3.61809045
-0.0496500607,-5.829145,-3.37688442
-0.0496400607,-5.829145,-3.45728643
-0.0496300607,-5.829145,-3.45728643
-0.0496200607,-5.62814,-3.45728643
-0.0496100607,-5.829145,-3.45728643
-0.0496000607,-5.62814,-3.53768844
-0.0495900607,-5.62814,-3.53768844
-0.0495800607,-5.829145,-3.53768844
-0.0495700607,-5.829145,-3.45728643
-0.0495600607,-5.829145,-3.37688442
-0.0495500607,-5.829145,-3.53768844
-0.0495400607,-5.62814,-3.53768844
-0.0495300607,-5.62814,-3.53768844
-0.0495200607,-5.829145,-3.61809045
-0.0495100607,-5.62814,-3.61809045
-0.0495000607,-5.829145,-3.45728643
-0.0494900607,-5.62814,-3.45728643
-0.0494800607,-5.829145,-3.53768844
-0.0494700607,-5.829145,-3.45728643
-0.0494600607,-5.62814,-3.53768844
-0.0494500607,-5.62814,-3.53768844
-0.0494400607,-5.829145,-3.53768844
-0.0494300607,-5.829145,-3.45728643
-0.0494200607,-5.829145,-3.45728643
-0.0494100607,-5.62814,-3.45728643
-0.0494000607,-5.829145,-3.45728643
-0.0493900607,-5.829145,-3.37688442
-0.0493800607,-5.829145,-3.45728643
-0.0493700607,-5.62814,-3.37688442
-0.0493600607,-5.62814,-3.45728643
-0.0493500607,-5.829145,-3.53768844
-0.0493400607,-5.62814,-3.53768844
-0.0493300607,-5.62814,-3.29648241
-0.0493200607,-5.62814,-3.53768844
-0.0493100607,-5.62814,-3.37688442
-0.0493000607,-5.62814,-3.37688442
-0.0492900607,-5.62814,-3.29648241
-0.0492800607,-5.62814,-3.37688442
-0.0492700607,-5.62814,-3.29648241
-0.0492600607,-5.62814,-3.37688442
-0.0492500607,-5.62814,-3.29648241
-0.0492400607,-5.829145,-3.37688442
-0.0492300607,-5.62814,-3.37688442
-0.0492200607,-5.62814,-3.29648241
-0.0492100607,-5.62814,-3.2160804
-0.0492000607,-5.62814,-3.45728643
-0.0491900607,-5.829145,-3.29648241
-0.0491800607,-5.62814,-3.37688442
-0.0491700607,-5.62814,-3.2160804
-0.0491600607,-5.62814,-3.29648241
-0.0491500607,-5.829145,-3.37688442
-0.0491400607,-5.62814,-3.2160804
-0.0491300607,-5.829145,-3.29648241
-0.0491200607,-5.62814,-3.37688442
-0.0491100607,-5.62814,-3.13567839
-0.0491000607,-5.62814,-3.29648241
-0.0490900607,-5.62814,-3.37688442
-0.0490800607,-5.62814,-3.2160804
-0.0490700607,-5.62814,-3.2160804
-0.0490600607,-5.829145,-3.45728643
-0.0490500607,-5.62814,-3.45728643
-0.0490400607,-5.62814,-3.29648241
-0.0490300607,-5.62814,-3.2160804
-0.0490200607,-5.62814,-3.37688442
-0.0490100607,-5.62814,-3.29648241
-0.0490000607,-5.62814,-3.37688442
-0.0489900607,-5.62814,-3.29648241
-0.0489800607,-5.829145,-3.37688442
-0.0489700607,-5.62814,-3.2160804
-0.0489600607,-5.62814,-3.29648241
-0.0489500607,-5.62814,-3.29648241
-0.0489400607,-5.829145,-3.37688442
-0.0489300607,-5.62814,-3.29648241
-0.0489200607,-5.62814,-3.05527638
-0.0489100607,-5.62814,-3.29648241
-0.0489000607,-5.62814,-3.13567839
-0.0488900607,-5.427135,-3.2160804
-0.0488800607,-5.62814,-3.37688442
-0.0488700607,-5.62814,-3.2160804
-0.0488600607,-5.62814,-2.97487437
-0.0488500607,-5.62814,-3.37688442
