-0.0500000627,-5.427135
-0.0499900627,-5.427135
-0.0499800627,-5.226129999999999
-0.0499700627,-5.427135
-0.0499600627,-5.427135
-0.0499500627,-5.427135
-0.0499400627,-5.427135
-0.0499300627,-5.427135
-0.0499200627,-5.427135
-0.0499100627,-5.427135
-0.0499000627,-5.226129999999999
-0.0498900627,-5.427135
-0.0498800627,-5.226129999999999
-0.0498700627,-5.226129999999999
-0.0498600627,-5.427135
-0.0498500627,-5.427135
-0.0498400627,-5.427135
-0.0498300627,-5.427135
-0.0498200627,-5.427135
-0.0498100627,-5.226129999999999
-0.0498000627,-5.427135
-0.0497900627,-5.226129999999999
-0.0497800627,-5.226129999999999
-0.0497700627,-5.427135
-0.0497600627,-5.427135
-0.0497500627,-5.226129999999999
-0.0497400627,-5.226129999999999
-0.0497300627,-5.427135
-0.0497200627,-5.427135
-0.0497100627,-5.226129999999999
-0.0497000627,-5.427135
-0.0496900627,-5.427135
-0.0496800627,-5.427135
-0.0496700627,-5.427135
-0.0496600627,-5.226129999999999
-0.0496500627,-5.427135
-0.0496400627,-5.427135
-0.0496300627,-5.427135
-0.0496200627,-5.427135
-0.0496100627,-5.427135
-0.0496000627,-5.427135
-0.0495900627,-5.427135
-0.0495800627,-5.226129999999999
-0.0495700627,-5.427135
-0.0495600627,-5.427135
-0.0495500627,-5.427135
-0.0495400627,-5.427135
-0.0495300627,-5.427135
-0.0495200627,-5.427135
-0.0495100627,-5.427135
-0.0495000627,-5.427135
-0.0494900627,-5.427135
-0.0494800627,-5.427135
-0.0494700627,-5.427135
-0.0494600627,-5.226129999999999
-0.0494500627,-5.427135
-0.0494400627,-5.427135
-0.0494300627,-5.226129999999999
-0.0494200627,-5.427135
-0.0494100627,-5.427135
-0.0494000627,-5.226129999999999
-0.0493900627,-5.427135
-0.0493800627,-5.427135
-0.0493700627,-5.427135
-0.0493600627,-5.427135
-0.0493500627,-5.427135
-0.0493400627,-5.427135
-0.0493300627,-5.427135
-0.0493200627,-5.427135
-0.0493100627,-5.427135
-0.0493000627,-5.226129999999999
-0.0492900627,-5.427135
-0.0492800627,-5.427135
-0.0492700627,-5.427135
-0.0492600627,-5.427135
-0.0492500627,-5.427135
-0.0492400627,-5.226129999999999
-0.0492300627,-5.427135
-0.0492200627,-5.427135
-0.0492100627,-5.226129999999999
-0.0492000627,-5.226129999999999
-0.0491900627,-5.427135
-0.0491800627,-5.427135
-0.0491700627,-5.427135
-0.0491600627,-5.62814
-0.0491500627,-5.427135
-0.0491400627,-5.427135
-0.0491300627,-5.226129999999999
-0.0491200627,-5.427135
-0.0491100627,-5.427135
-0.0491000627,-5.226129999999999
-0.0490900627,-5.427135
-0.0490800627,-5.226129999999999
-0.0490700627,-5.427135
-0.0490600627,-5.427135
-0.0490500627,-5.427135
-0.0490400627,-5.427135
-0.0490300627,-5.427135
